exp,encoder,train_condition,layer,view,task,eval_condition,target,metric,value,ci_low,ci_high,seed_sd,n_seeds,trivial,majority_rate
E,dinov2_b,paired,11,mean,transfer,base,obj_pos_x,r2,0.9171431733221972,0.9012405959246031,0.931217137480202,0.004303110909523556,5,0.0,
E,dinov2_b,paired,11,mean,transfer,base,obj_pos_y,r2,0.8941251815738435,0.8757404750116158,0.9075129682325179,0.002498474772091781,5,0.0,
E,dinov2_b,paired,11,mean,transfer,base,obj_speed,r2,0.2503176637444119,0.2092330826111576,0.28367733339962925,0.011708311675080513,5,0.0,
E,dinov2_b,paired,11,mean,transfer,base,support_state,auroc,0.8967018787130481,0.8801116993181761,0.917940656221553,0.004874979139870632,5,0.5,0.8443333333333334
E,dinov2_b,paired,11,mean,transfer,base,support_state,balanced_accuracy,0.7554025709328345,0.7301483507901512,0.7909311423549399,0.009120366237274939,5,0.5,0.8443333333333334
E,dinov2_b,paired,11,mean,transfer,occluded,contact_state,auroc,0.83900295368054,0.8253954674586776,0.8524734605267458,0.002116853170063956,5,0.5,0.6
E,dinov2_b,paired,11,mean,transfer,occluded,contact_state,balanced_accuracy,0.750228606555177,0.71875,0.774963902640264,0.007426621666768305,5,0.5,0.6
E,dinov2_b,paired,11,mean,transfer,occluded,ee_obj_dist,r2,0.6731607588846991,0.6307950793756805,0.7137118433546454,0.011759529390082294,5,0.0,
E,dinov2_b,paired,11,mean,transfer,occluded,friction_slide,r2,-0.010338438174085241,-0.05980739300200151,0.015416704167500685,0.006923091206958459,5,0.0,
E,dinov2_b,paired,11,mean,transfer,occluded,log_mass,r2,-0.00905375314432597,-0.08095234734698312,0.02044974990199207,0.010460339455595718,5,0.0,
E,dinov2_b,paired,11,mean,transfer,occluded,obj_pos_x,r2,0.7099060717257616,0.6388824511380381,0.7586273839683295,0.01919835008424414,5,0.0,
E,dinov2_b,paired,11,mean,transfer,occluded,obj_pos_y,r2,0.2549109399056121,0.06312883851626996,0.4335181667460959,0.07512156557144765,5,0.0,
E,dinov2_b,paired,11,mean,transfer,occluded,obj_speed,r2,0.03721746158539054,-0.03159425470845395,0.11350468387861683,0.02470941421083866,5,0.0,
E,dinov2_b,paired,11,mean,transfer,occluded,support_state,auroc,0.7289273830026494,0.6698147180584649,0.7815267198256649,0.01714106532628919,5,0.5,0.8438775510204082
E,dinov2_b,paired,11,mean,transfer,occluded,support_state,balanced_accuracy,0.5402046450126836,0.5146664851176619,0.576748279789543,0.007578329007468267,5,0.5,0.8438775510204082
